name,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating
"Cosy, large en-suite double bedroom",Gorgie West,Apartment,Private room,2,1,1,1,25,NA
Large Private Double Bedroom,Morningside,Apartment,Private room,2,1,1,1,45,NA
Lovely private room in popular Murrayfield area,Murrayfield and Ravelston,Townhouse,Private room,1,1,1,1,54,100
Beautiful Shore Apartment,The Shore and Constitution Street,Apartment,Entire home/apt,4,1,2,2,99,99
Central double bedroom in Victorian flat,Bruntsfield,Apartment,Private room,2,1,1,1,89,100
Central double room with sunny bay window,Bruntsfield,Apartment,Private room,3,1,1,2,90,98
Steads Place,Great Junction Street,House,Private room,2,1,1,1,55,98
Beautiful Edinburgh Flat & View in City Centre,"Old Town, Princes Street and Leith Street",Apartment,Private room,1,1,2,1,38,100
Private Twin room with WC,Clermiston and Drumbrae,Villa,Private room,2,1.5,1,2,60,98
Spacious & Bright Edinburgh Shore Apartment,North Leith and Newhaven,Apartment,Private room,2,1,1,1,45,100
Lovely double bedroom 10 min walk from city centre,Dalry and Fountainbridge,Apartment,Private room,2,1,1,1,70,100
Double room close to city centre & Union Canal,Polwarth,Apartment,Private room,2,1,1,1,40,98
Bring and central 2 bedrooms flat in Leith,Leith (Albert Street),Apartment,Entire home/apt,4,1,2,2,70,100
Double Bedroom in a Great Location close to Fringe,Meadows and Southside,Apartment,Private room,2,1,1,1,40,96
"Lovely double room in Leith, Edinburgh",South Leith,Apartment,Private room,2,1,1,1,75,98
"Nice location, clean and charming one bedroom",Broughton North and Powderhall,Apartment,Entire home/apt,2,1,1,1,85,99
Stylish Large Apartment in the Heart of Edinburgh,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,5,1,3,5,113,97
Large Homely Room,Deans Village,Apartment,Private room,2,1,1,1,65,100
Single room,Colinton Mains and Firrhill,Apartment,Private room,1,1,1,1,38,97
Modern 2 Bed Apartment 15 Min walk to Princes St,Leith (Albert Street),Apartment,Entire home/apt,6,2,2,4,120,96
Modern 2 Bed Edinburgh Shore Appartment,Western Harbour and Leith Docks,Apartment,Entire home/apt,4,2,2,2,100,100
Village in the City 1,Deans Village,House,Private room,2,2,1,2,50,93
Casa des los amigos near Haymarket-2 bedroom,Gorgie East,Apartment,Entire home/apt,6,1,2,3,140,100
Private Double Bedroom with Continental Breakfast,Great Junction Street,Apartment,Private room,2,1,1,1,80,NA
Edinburgh Room near to City centre,Carrick Knowe,Apartment,Private room,2,1,1,1,36,60
Newly refurbished flat with  seafacing living room,Portobello,Apartment,Entire home/apt,3,1,1,2,59,93
Fabulous Edinburgh Flat in the West End!,Deans Village,Apartment,Entire home/apt,2,1,1,1,90,98
The King's Chamber- stunning flat on Royal Mile,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,1,2,141,97
Bright Room with Private Lounge/ Great Bay Window,Bruntsfield,Apartment,Private room,2,1,1,1,70,96
Double Room in Great Area Short Bus Ride to Centre,Bruntsfield,Apartment,Private room,2,1,1,1,36,95
TopFloor Central Flat/Free Private Parking,Marchmont East and Sciennes,Apartment,Entire home/apt,3,1,1,1,95,99
Single Room in Vibrant Area Short Trip to Centre,Bruntsfield,Apartment,Private room,1,1,1,1,30,97
Edinburgh by the sea,Portobello,Apartment,Entire home/apt,4,1,2,2,99,93
Beautiful New Town 2-bed Apt with Garden,New Town East and Gayfield,Apartment,Entire home/apt,4,1,2,2,94,92
Lovely 2 Bedroom House near Holyrood Park,"Canongate, Southside and Dumbiedykes",Townhouse,Entire home/apt,4,1,2,2,65,100
Central Mezzanine Apartment in Historic School,"Canongate, Southside and Dumbiedykes",Apartment,Entire home/apt,4,1.5,1,2,57,93
Quiet 1 bed flat with exceptional views,"Inverleith, Goldenacre and Warriston",Apartment,Entire home/apt,2,1,1,1,65,100
Entire home to let while I am on holiday!,"Inverleith, Goldenacre and Warriston",House,Entire home/apt,2,1,1,1,65,92
Stylish City Centre Room by Royal Palace,Hillside and Calton Hill,Apartment,Private room,2,1,1,1,45,100
Bright Georgian Flat in Central Edinburgh,Canonmills and New Town North,Apartment,Entire home/apt,2,1,1,2,50,100
Bright private double room,Leith (Hermitage and Prospect Bank),Apartment,Private room,2,1,1,1,28,98
Rare Central 1 Bedroom Flat Edinburgh,Stockbridge,Apartment,Entire home/apt,4,1,1,2,55,89
Quiet double in prime central location,Meadows and Southside,Apartment,Private room,2,1,1,1,55,93
double room in central edinburgh,Meadows and Southside,Apartment,Private room,2,1,0,1,45,87
Stunning Double Room - Free Parking - Central,Meadowbank and Abbeyhill North,Townhouse,Private room,2,1,1,1,70,100
Beautiful newly refurbished family home.,Meadows and Southside,Apartment,Entire home/apt,4,2,3,2,248,100
Beautiful Bright and Modern Flat - Arthur's Seat,Abbeyhill,Apartment,Entire home/apt,4,1,2,2,60,95
Spacious modern 2 bedroom apartment,Boswall and Pilton,Apartment,Entire home/apt,4,2,2,2,120,96
Stylish Waterside Location; Easy Access to Centre,The Shore and Constitution Street,Apartment,Entire home/apt,5,1,2,4,125,96
Large double room in central Edinburgh,Meadows and Southside,Apartment,Private room,2,1,1,1,45,93
Cosy and comfortable room on the Royal Mile,"Old Town, Princes Street and Leith Street",Apartment,Private room,2,1,1,1,75,96
City centre apartment close to theatres & cinemas,Tollcross,Apartment,Entire home/apt,2,1,1,1,49,97
Double room available in well presented flat,North Leith and Newhaven,Apartment,Entire home/apt,2,1,1,1,50,97
Newly Renovated Traditional 1 Bed Flat in Roseburn,Balgreen and Roseburn,Apartment,Entire home/apt,2,1,1,1,55,88
Cosy double bedroom- 20 Minutes from Waverley,Queensferry East,House,Private room,2,1,1,1,40,92
"Beautiful flat in The Shore, Edinburgh!",The Shore and Constitution Street,Apartment,Entire home/apt,4,1,2,2,180,100
"Stunning, 2 bed Garden Flat in the New Town",New Town West,Apartment,Entire home/apt,4,2,2,2,250,100
Modern 2 Bedroom Apartment close to City Centre,Broughton South,Apartment,Entire home/apt,5,2,2,2,175,99
Cozy and bright room in the heart of the city,Canonmills and New Town North,Apartment,Private room,2,1,1,1,52,96
Leith retreat,Bonnington,Apartment,Private room,2,1,1,1,54,99
Cosy double room in central location,The Grange,Apartment,Private room,2,1,1,1,104,100
Luxury beds +Breakfast+Bathroom+Airport Drop off,Liberton West and Braid Hills,House,Private room,2,1,1,2,79,100
Stylish City Centre Room Near Royal Palace,Hillside and Calton Hill,Apartment,Private room,2,1,1,1,45,99
Cosy 1 Bed Apartment Near Murrayfield,Balgreen and Roseburn,Apartment,Entire home/apt,2,1,1,1,51,91
Entire flat/lovely double room available nr beach,Portobello,Apartment,Entire home/apt,2,1,1,1,70,96
King-size room in leafy quiet area,"Inverleith, Goldenacre and Warriston",Apartment,Private room,2,1,1,1,90,99
Cozy corner in Edinburgh!- Perfect for the Fringe,Stenhouse and Saughton Mains,Apartment,Private room,2,1,1,1,50,98
Central and bright double room.,Leith (Albert Street),Apartment,Private room,2,1,1,1,50,96
Cosy double bedroom in Leith,Pilrig,Apartment,Private room,2,1,1,1,72,100
Large Edinburgh apartment,Bruntsfield,Apartment,Entire home/apt,8,1,3,4,150,93
Top Festival Flat,Abbeyhill,Apartment,Entire home/apt,2,1,1,1,125,95
A King Size Room in Central Edinburgh,Easter Road and Hawkhill Avenue,Apartment,Private room,2,1.5,1,1,37,92
Beautiful Flat close to the City Centre,Easter Road and Hawkhill Avenue,Apartment,Entire home/apt,2,1,1,1,57,89
Light filled modern apartment in North Edinburgh,North Leith and Newhaven,Apartment,Entire home/apt,2,1,1,2,65,100
"Royal Mile Relaxation, Heart of The Old Town","Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,2,3,75,97
Modern Ground Floor Flat 20 Minutes to Princes St,North Leith and Newhaven,Apartment,Entire home/apt,4,1,2,2,1000,94
Leith Diamond,Bonnington,Apartment,Entire home/apt,2,1,1,1,79,98
"Edinburgh, Dean village: Romantic Attic Studio",Deans Village,Loft,Entire home/apt,2,1,1,1,59,92
Nice flat in good location with free parking,The Shore and Constitution Street,Apartment,Entire home/apt,4,1,1,2,85,96
Perfect central flat for the Edinburgh Festivals,Abbeyhill,Apartment,Entire home/apt,2,1,1,1,85,97
Large Spacious Apartment in Exellent Location,"Craigleith, Orchard Brae and Crewe Toll",Apartment,Entire home/apt,4,2,2,2,90,90
Modern apartment in North Edinburgh,Granton and Royston Mains,Apartment,Private room,2,2,1,1,40,99
Private Room in Luxury City Centre Apartment,Comely Bank,Apartment,Private room,2,1,1,1,90,100
Cosy 2 bed flat close to Royal Mile & Arthurs seat,Abbeyhill,Apartment,Entire home/apt,3,1,2,2,95,97
"Elegant, bright,  4 bedroom, city centre apartment",Stockbridge,Apartment,Entire home/apt,8,2,4,4,220,99
Private room in a shared apartment.,Dalry and Fountainbridge,Apartment,Private room,2,1,1,1,160,NA
Double bedroom 2 - small cosy comfy,Muirhouse,House,Private room,2,1,1,1,30,97
Bright single/Double Room - 2 guests by request,Gilmerton South and the Murrays,House,Private room,1,1,1,1,17,98
Saxe Coburg Place,Stockbridge,Apartment,Entire home/apt,4,1,2,3,150,100
"Charming, newly-decorated Edinburgh colony flat",Shandon,Apartment,Entire home/apt,4,1,1,2,73,97
Bright central Flat with 2 Dbl rooms - Comely Bank,Comely Bank,Apartment,Entire home/apt,4,1.5,2,2,60,100
Spectacular 3 bed apartment in Edinburgh Centre!,Meadows and Southside,Apartment,Entire home/apt,6,2,3,3,200,89
Peaceful home close to city centre,Stockbridge,Apartment,Private room,2,1,1,1,46,99
Spacious Double Room in the Centre of Edinburgh,Marchmont West,Apartment,Private room,2,1,1,1,59,100
Central One Bedroom Flat,Broughton North and Powderhall,Apartment,Entire home/apt,2,1,1,1,60,85
"Stylish property with patio, garden & free parking",South Gyle,Apartment,Entire home/apt,5,1,2,2,99,95
Private master bedroom easy reach of City Centre,South Leith,Apartment,Private room,2,1,1,1,42,96
Village in the City 2,Murrayfield and Ravelston,House,Private room,2,1,1,1,50,96
Abbeyhill townhouse,"Canongate, Southside and Dumbiedykes",House,Private room,2,1,1,1,40,98
Double room in house with good bus service to city,Trinity,House,Private room,2,1,1,1,35,100
New Town Flat 10 Minutes Walk to Princes St.,New Town West,Apartment,Entire home/apt,4,1,2,2,90,93
Edinburgh city centre apartment,"Old Town, Princes Street and Leith Street",Apartment,Private room,2,1,1,2,70,99
"Comfortable double bed, easy reach of City Centre",South Leith,Apartment,Private room,2,1,1,1,40,98
"Bright, welcoming home in Leith",Great Junction Street,Apartment,Entire home/apt,6,2,3,3,150,99
Welcoming single room with private bathroom,Broughton South,Townhouse,Private room,2,1,1,1,32,97
Soak up Modern Style and Grandeur at a Georgian Townhouse,Hillside and Calton Hill,Apartment,Entire home/apt,4,1,2,3,120,99
Single en suite room in a family home (women only),Broomhouse and Bankhead,House,Private room,1,1,1,1,30,100
High Spec Quartermile Luxury Apartment (Old Town),Meadows and Southside,Apartment,Entire home/apt,3,1,1,2,60,93
Central Edinburgh accommodation,Marchmont West,Apartment,Private room,2,2,1,1,60,96
Central Edinburgh accommodation,Marchmont West,Apartment,Private room,2,2,1,1,60,95
2 bedrm flat in Old Town; ideal for sightseeing,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,2,2,100,97
Lovely double bedroom flat near city centre,Polwarth,Apartment,Entire home/apt,4,1,1,2,100,80
"Comfortable double room , good bus connections",North Leith and Newhaven,Apartment,Private room,2,1,1,1,50,100
Spacious City Centre Mezzanine Ideal for festival.,Deans Village,Apartment,Private room,2,1,1,1,33,100
"Nice room in Royal Mile, Perfect Location.","Old Town, Princes Street and Leith Street",Apartment,Private room,2,1,1,1,39,80
King size bedroom - Near Arthur’s Seat - House Cat,Meadowbank and Abbeyhill North,Apartment,Private room,2,1,1,1,60,100
Cosy Studio Apartment - Sleeps 2,Meadows and Southside,Apartment,Entire home/apt,2,1,0,1,65,95
Modern and accessible Edinburgh city apartment,Meadowbank and Abbeyhill North,Apartment,Entire home/apt,4,2,2,2,95,95
"3 Bedroom apt, Queensferry,10 miles from Edinburgh",Queensferry East,Apartment,Entire home/apt,6,1,3,4,120,98
Bright 2nd floor flat views of Arthur Seat.....,Prestonfield,Apartment,Entire home/apt,2,1,1,1,49,98
August Festaval Rooms To Let Meadows/Edinburgh.,Meadows and Southside,Apartment,Private room,1,1,0,1,145,NA
"Spacious, Beautiful double room, central Edinburgh",Easter Road and Hawkhill Avenue,Apartment,Private room,2,1,1,1,44,93
Bright spacious double room,Bonaly and The Pentlands,Other,Private room,2,1,1,2,50,100
Spacious room for up to 3 in central location,Trinity East and The Dudleys,Apartment,Private room,3,1,1,2,39,99
Stunning detached house near the sea and city,Joppa,House,Entire home/apt,6,3,4,4,104,NA
1 bed newly Refurbished 15 mins from city centre!,Shandon,Apartment,Entire home/apt,4,1,1,2,100,88
Blackwood Apartment,Meadows and Southside,Apartment,Private room,1,1,0,1,45,NA
Unique artist's flat in central location,Deans Village,Apartment,Entire home/apt,2,1,1,1,98,99
Lovely 1 bed apartment w/ driveway in Edinburgh,Baberton and Juniper Green,Apartment,Entire home/apt,2,1,1,1,49,91
Modern 2bedroom flat perfect for families/couples,Corstorphine North,Apartment,Entire home/apt,4,1,2,2,90,NA
Cosy bedroom in Corstorphine,South Gyle,House,Private room,2,1,1,1,32,97
Cozy and bright flat in the heart of the city,Canonmills and New Town North,Apartment,Entire home/apt,2,1,1,1,130,92
Double sofa bed perfectly located for the festival,Marchmont East and Sciennes,Apartment,Private room,2,1,1,1,50,100
Eclectic Designer Apartment with Courtyard Entrance,Broughton South,Apartment,Entire home/apt,4,1,1,1,70,94
Double Room in prestigious Grange-Private Entrance,"Blackford, West Mains and Mayfield Road",Townhouse,Private room,2,1,1,1,37,98
Smart one bedroom Meadowbank flat,Meadowbank and Abbeyhill North,Apartment,Entire home/apt,2,1,1,1,60,97
Edinburgh Single family home,The Calders,House,Private room,4,1,1,4,78,93
"A natural, quiet and cosy apartment in Edinburgh",Boswall and Pilton,Apartment,Private room,2,1,1,1,54,98
"Cosy double near Airport,City & Fife Coastal Path",South Gyle,Apartment,Private room,1,1,1,1,30,99
Bright Double Room in the Heart of Edinburgh,"Canongate, Southside and Dumbiedykes",Apartment,Private room,2,1,1,1,52,92
Bright Well Spaced Apartment Close to City Centre,The Grange,Apartment,Entire home/apt,9,2,2,5,120,92
"Bright central flat, free private parking sleeps 4",Broughton South,Apartment,Entire home/apt,4,1,1,2,50,96
Edinburgh for the Fringe,"Blackford, West Mains and Mayfield Road",Apartment,Private room,2,1,1,1,60,NA
Lovely & Extremely Central House - Sleeps 4,Drylaw,House,Entire home/apt,5,2.5,4,4,80,95
Lovely single room.,Restalrig (Loganlea) and Craigentinny West,Other,Private room,1,1,1,2,20,98
Edinburgh spacious 2 bed flat,Hyvots and Gilmerton,Apartment,Entire home/apt,4,1,2,2,55,100
Twin Haymarket,Deans Village,Apartment,Private room,2,1,1,2,28,93
"Large, bright and airy family friendly flat",Marchmont West,Apartment,Entire home/apt,6,1.5,3,4,150,97
Cosy Room with Private Bathroom,Longstone and Saughton,Apartment,Private room,1,1,1,1,60,NA
"Bright, spacious double room, close to city centre",Broughton North and Powderhall,Apartment,Private room,2,1,1,1,65,98
Modern and spacious one bedroom top floor flat,Trinity,Apartment,Entire home/apt,2,1,1,1,100,100
Bright Central Room - Easy walk to all attractions,Dalry and Fountainbridge,Apartment,Private room,2,1,1,1,55,99
Bright and Airy Flat in a Brilliant Location!,Tollcross,Apartment,Entire home/apt,6,1,2,2,150,90
Gorgeous apartment / Amazing location,Meadowbank and Abbeyhill North,Apartment,Entire home/apt,4,1,2,2,80,100
"Ensuite double, Central Edinburgh",Gorgie West,Apartment,Private room,2,1,1,1,25,NA
Spacious double room in Portobello flat,Joppa,Apartment,Private room,2,1,1,1,52,98
Spacious Waterfront Penthouse,Western Harbour and Leith Docks,Apartment,Entire home/apt,10,4,3,3,190,98
Kings B&B,West Pilton,Apartment,Entire home/apt,4,1,2,2,115,90
Warrender Park Road - Edinburgh Meadows,Marchmont West,Apartment,Entire home/apt,6,1,3,3,145,NA
"Superbly stylish 1 Bed Apartment , City Centre",Dalry and Fountainbridge,Apartment,Entire home/apt,4,1,1,2,90,93
Gorgeous Double&Ensuite >>> Heart of City Centre,New Town East and Gayfield,Apartment,Private room,2,1,1,1,85,94
"Bright, Tollcross flat, 15 min walk to centre",Bruntsfield,Apartment,Entire home/apt,4,1,2,2,60,97
"2 Bed, Cosy Cottage flat in Cramond, Edinburgh",Cramond,Cottage,Entire home/apt,4,1,2,2,80,98
Conveniently Located Two Double Bedroom Flat,Gorgie East,Apartment,Entire home/apt,4,1,2,2,60,100
Modern/Luxury/Central/Brand new/Flexible check in!,Dalry and Fountainbridge,Apartment,Entire home/apt,4,1,2,2,167,NA
Self Contained Edinburgh Snug.,East Craigs South,Guest suite,Private room,2,1,1,1,45,95
COSY CITY CENTRE BARONY STREET APARTMENT,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,1,2,100,85
Private cosy room. Near airport/city On tram route,Corstorphine South,Apartment,Private room,2,1,1,1,31,96
Spacious dbl room - parking/private bath/Marchmont,Marchmont West,Apartment,Private room,2,1,1,1,150,100
Spacious and luminous room in Morningside,Merchiston and Greenhill,Apartment,Private room,3,1,1,2,39,91
'The Royal Residency' - Basement Flat - Sleeps 4,New Town West,Apartment,Entire home/apt,4,2,2,2,250,99
